scenario,condition_name,realization,physical_client_id,num_examples,local_classes,assigned_labels,label_entropy,label_0_count,label_1_count,label_2_count,label_3_count,label_4_count,label_5_count,label_6_count,label_7_count,label_8_count,label_9_count
default,default,8,33,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,8,34,5,1,9,-0.0,0,0,0,0,0,0,0,0,0,5
default,default,8,35,7,1,3,-0.0,0,0,0,7,0,0,0,0,0,0
default,default,8,36,17,1,8,-0.0,0,0,0,0,0,0,0,0,17,0
default,default,8,37,12,1,5,-0.0,0,0,0,0,0,12,0,0,0,0
default,default,8,38,14,1,3,-0.0,0,0,0,14,0,0,0,0,0,0
default,default,8,39,8,1,2,-0.0,0,0,8,0,0,0,0,0,0,0
default,default,9,0,9,1,6,-0.0,0,0,0,0,0,0,9,0,0,0
default,default,9,1,10,1,3,-0.0,0,0,0,10,0,0,0,0,0,0
default,default,9,2,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,9,3,4,1,7,-0.0,0,0,0,0,0,0,0,4,0,0
default,default,9,4,16,1,0,-0.0,16,0,0,0,0,0,0,0,0,0
default,default,9,5,13,1,2,-0.0,0,0,13,0,0,0,0,0,0,0
default,default,9,6,8,1,7,-0.0,0,0,0,0,0,0,0,8,0,0
default,default,9,7,12,1,9,-0.0,0,0,0,0,0,0,0,0,0,12
default,default,9,8,5,1,9,-0.0,0,0,0,0,0,0,0,0,0,5
default,default,9,9,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,9,10,8,1,4,-0.0,0,0,0,0,8,0,0,0,0,0
default,default,9,11,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,9,12,14,1,1,-0.0,0,14,0,0,0,0,0,0,0,0
default,default,9,13,12,1,6,-0.0,0,0,0,0,0,0,12,0,0,0
default,default,9,14,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,9,15,14,1,2,-0.0,0,0,14,0,0,0,0,0,0,0
default,default,9,16,11,1,3,-0.0,0,0,0,11,0,0,0,0,0,0
default,default,9,17,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,9,18,8,1,4,-0.0,0,0,0,0,8,0,0,0,0,0
default,default,9,19,11,1,7,-0.0,0,0,0,0,0,0,0,11,0,0
default,default,9,20,7,1,6,-0.0,0,0,0,0,0,0,7,0,0,0
default,default,9,21,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,9,22,6,1,4,-0.0,0,0,0,0,6,0,0,0,0,0
default,default,9,23,13,1,7,-0.0,0,0,0,0,0,0,0,13,0,0
default,default,9,24,10,1,7,-0.0,0,0,0,0,0,0,0,10,0,0
default,default,9,25,10,1,1,-0.0,0,10,0,0,0,0,0,0,0,0
default,default,9,26,10,1,0,-0.0,10,0,0,0,0,0,0,0,0,0
default,default,9,27,12,1,4,-0.0,0,0,0,0,12,0,0,0,0,0
default,default,9,28,18,1,3,-0.0,0,0,0,18,0,0,0,0,0,0
default,default,9,29,13,1,0,-0.0,13,0,0,0,0,0,0,0,0,0
default,default,9,30,16,1,9,-0.0,0,0,0,0,0,0,0,0,0,16
default,default,9,31,17,1,0,-0.0,17,0,0,0,0,0,0,0,0,0
default,default,9,32,11,1,3,-0.0,0,0,0,11,0,0,0,0,0,0
default,default,9,33,10,1,6,-0.0,0,0,0,0,0,0,10,0,0,0
default,default,9,34,10,1,5,-0.0,0,0,0,0,0,10,0,0,0,0
default,default,9,35,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,9,36,6,1,5,-0.0,0,0,0,0,0,6,0,0,0,0
default,default,9,37,13,1,1,-0.0,0,13,0,0,0,0,0,0,0,0
default,default,9,38,8,1,9,-0.0,0,0,0,0,0,0,0,0,0,8
default,default,9,39,14,1,8,-0.0,0,0,0,0,0,0,0,0,14,0
