device_id,distance_m,distance_km,theta_rad,x_km,y_km,active_le_550m,active_le_300m,active_le_50m
265,457.69866233791265,0.4576986623379127,1.2260648595362402,0.15467649637116004,0.43077052705153485,1,0,0
266,348.4320527445927,0.34843205274459266,6.140208766399185,0.34487674075520347,-0.049648051984733266,1,0,0
267,315.9470780082129,0.31594707800821287,4.977078375286257,0.08265475485123222,-0.3049438433587575,1,0,0
268,284.85534559229194,0.2848553455922919,1.2389388629513431,0.0928057883677996,0.2693133000019406,1,1,0
269,542.3186231222959,0.5423186231222958,1.5510286461830687,0.010719683160529042,0.5422126680355234,1,0,0
270,403.67453811080674,0.4036745381108067,0.5808328441362458,0.33747431223161034,0.2215044498486988,1,0,0
271,440.2988716113512,0.44029887161135123,0.9806755221686545,0.2450093266610155,0.3658326477931473,1,0,0
272,187.82403923554637,0.18782403923554636,2.285155582075255,-0.12304981272185422,0.14190353520569055,1,1,0
273,344.4960342294149,0.3444960342294149,3.2707585566414417,-0.34162627072385465,-0.04437351407208759,1,0,0
274,304.37011589653446,0.30437011589653445,0.8673922559083813,0.19687192557635474,0.23212628539380897,1,0,0
275,387.09633353299427,0.3870963335329943,4.568208247047318,-0.05561866395296513,-0.3830798032457131,1,0,0
276,245.38866025055233,0.24538866025055234,2.483526419526667,-0.19414571146201776,0.15007677135542313,1,1,0
277,526.6881431167677,0.5266881431167677,2.8626547151399855,-0.5063308052332839,0.14501557079018496,1,0,0
278,388.36604840480993,0.3883660484048099,3.923155231014894,-0.2756675580899091,-0.27356093465682146,1,0,0
279,491.9128589150988,0.4919128589150988,3.4946361205982264,-0.4615740181049119,-0.1700814116137102,1,0,0
280,545.1682395002221,0.5451682395002221,2.9538329548248843,-0.5355868375088603,0.10176025180309432,1,0,0
281,489.32984825968805,0.48932984825968806,3.3725099061049972,-0.476341503697834,-0.11199317949203742,1,0,0
282,341.8318105116766,0.3418318105116766,5.665834050290628,0.27873465338472203,-0.19787869940999123,1,0,0
283,489.30652619246615,0.4893065261924662,0.16953364997207132,0.48229161152341,0.08255711979405989,1,0,0
284,397.09295770535454,0.3970929577053545,5.403921629958548,0.2532335190020665,-0.30586860236548713,1,0,0
285,169.83889006532183,0.16983889006532182,5.437446500255239,0.11263349953251596,-0.12711783258724638,1,1,0
286,43.99620383159301,0.04399620383159301,5.528675938395854,0.032055971981769196,-0.03013437591680152,1,1,1
287,300.4205959815218,0.30042059598152177,0.10723161050722609,0.29869503951206,0.03215288262009532,1,0,0
288,188.07658281581266,0.18807658281581266,5.338263743627473,0.11017647525420698,-0.15242685230704056,1,1,0
289,450.82339544540076,0.4508233954454008,1.7851056876949,-0.09587780140152173,0.4405101373173273,1,0,0
290,250.201338766931,0.250201338766931,3.721715890431176,-0.20926717546561843,-0.13714211312870545,1,1,0
291,505.7040935664125,0.5057040935664125,3.473632423694304,-0.47808223388046306,-0.1648454060557745,1,0,0
292,461.6058991248194,0.4616058991248194,3.157430021772495,-0.4615480098241081,-0.007310316972468728,1,0,0
293,331.5317980569787,0.3315317980569787,0.5480620713533843,0.28297427542906173,0.17273937758452998,1,0,0
294,501.74502568820344,0.5017450256882034,3.354351731161987,-0.49043169680507526,-0.10594725844376866,1,0,0
295,285.8620040490003,0.2858620040490003,3.0033056166621996,-0.2831330440189514,0.0394051360037392,1,1,0
296,138.99003448908562,0.13899003448908562,0.5704518318697935,0.11698194466955684,0.07505634089539637,1,1,0
297,337.62530088632985,0.33762530088632986,5.680576736391676,0.27815594617444006,-0.19136382470672653,1,0,0
298,360.4430428592879,0.3604430428592879,4.867617391821423,0.055726573603997354,-0.35610916323512476,1,0,0
299,334.94194580807084,0.33494194580807085,4.466559273010198,-0.08151186424915158,-0.32487216416357456,1,0,0
